Location Coordinate;Feature Extent;Postcode;Projection;Latitude Coordinate;Longitude Coordinate;Location;Bin Type;Bin Type (other);Number of Bins;Bin Size;Bin Size (other);Waste Type;Waste Type (other);Bin Colours;Bin Colours (other);Stand Condition;Stand Condition - other;Plate Fitting;Locking;Locking - other;Key Requirement;Bin Condition;Bin Condition - other;Date;Easting Coordinate;Northing Coordinate;GISFid;Google Maps Direction;Property_Address;Suburb;Last Modification Date;Council Ward
-37.9895578423, 145.2362141291;"{""coordinates"": [145.2362141291, -37.9895578423], ""type"": ""Point""}";3177;MGA2020 Zone 55;-37.989557842269;145.23621412908278;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Not Working;;yes;4- Very Good;;2023-09-25;345116;5793877;726;https://www.google.com.au/maps/dir//-37.989557842269,145.23621412908278/@your+location,17z/data=!4m2!4m1!3e0;13 34 Chestnut Rd Doveton 3177;Doveton;2025-05-26;Waratah
-37.9745239097, 145.2739216058;"{""coordinates"": [145.2739216058, -37.9745239097], ""type"": ""Point""}";3802;MGA2020 Zone 55;-37.97452390970782;145.27392160576562;;Cage;;1;240lt;;General;;Green;;5- Excellent;;;Working;;yes;5- Excellent;;2023-09-26;348397;5795607;728;https://www.google.com.au/maps/dir//-37.97452390970782,145.27392160576562/@your+location,17z/data=!4m2!4m1!3e0;58 Reema Blvd Endeavour Hills 3802;Endeavour Hills;2025-05-26;Kalora
-37.9823811287, 145.2578857443;"{""coordinates"": [145.2578857443, -37.9823811287], ""type"": ""Point""}";3802;MGA2020 Zone 55;-37.982381128689546;145.25788574425002;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;4- Very Good;;2023-09-26;347005;5794709;729;https://www.google.com.au/maps/dir//-37.982381128689546,145.25788574425002/@your+location,17z/data=!4m2!4m1!3e0;Meehan Ct Endeavour Hills 3802;Endeavour Hills;2025-05-26;Kalora
-37.9910108222, 145.290069904;"{""coordinates"": [145.290069904, -37.9910108222], ""type"": ""Point""}";3804;MGA2020 Zone 55;-37.99101082219626;145.2900699039973;;Free Standing;;12;240lt;;General,Recycle;;Green,Yellow;;;;;;;no;3- Good;;2022-09-08;349849;5793804;734;https://www.google.com.au/maps/dir//-37.99101082219626,145.2900699039973/@your+location,17z/data=!4m2!4m1!3e0;209-211 Belgrave-Hallam Rd Narre Warren North 3804;Narre Warren North;2025-05-26;Kalora
-38.0693215225, 145.296965456;"{""coordinates"": [145.296965456, -38.0693215225], ""type"": ""Point""}";3805;MGA2020 Zone 55;-38.06932152249623;145.2969654559974;;Cage;;3;240lt;;General;;Green;;3- Good;;;Working;;yes;3- Good,4- Very Good;;2022-09-06;350614;5785125;735;https://www.google.com.au/maps/dir//-38.06932152249623,145.2969654559974/@your+location,17z/data=!4m2!4m1!3e0;Glasscocks Rd Narre Warren South 3805;Narre Warren South;2025-05-26;Casuarina
-38.119033, 145.309198;"{""coordinates"": [145.309198, -38.119033], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.11903299999624;145.30919799999742;;Cage;;1;660lt;;General;;Green;;5- Excellent;;;Working;;yes;5- Excellent;;2023-01-23;351787;5779629;740;https://www.google.com.au/maps/dir//-38.11903299999624,145.30919799999742/@your+location,17z/data=!4m2!4m1!3e0;Berwick-Cranbourne Rd Cranbourne East Vic 3977;Cranbourne East;2025-05-26;Tooradin
-38.1143441478, 145.297216601;"{""coordinates"": [145.297216601, -38.1143441478], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.11434414779621;145.29721660099736;;Smart/Solar;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;3- Good;;2023-01-23;350727;5780130;747;https://www.google.com.au/maps/dir//-38.11434414779621,145.29721660099736/@your+location,17z/data=!4m2!4m1!3e0;Berwick-Cranbourne Rd Cranbourne East 3977;Cranbourne East;2025-05-26;Correa
-38.0683360299, 145.3261490132;"{""coordinates"": [145.3261490132, -38.0683360299], ""type"": ""Point""}";3805;MGA2020 Zone 55;-38.06833602985184;145.32614901315446;;Cage;;1;240lt;;General;;Green;;5- Excellent;;;Working;;yes;4- Very Good;;2023-01-23;353172;5785281;754;https://www.google.com.au/maps/dir//-38.06833602985184,145.32614901315446/@your+location,17z/data=!4m2!4m1!3e0;43-49 The Esplanade Narre Warren South 3805;Narre Warren South;2025-05-26;Kowan
-38.0350571405, 145.2794347053;"{""coordinates"": [145.2794347053, -38.0350571405], ""type"": ""Point""}";3976;MGA2020 Zone 55;-38.035057140545874;145.27943470528555;;Cage;;1;240lt;;General;;Green;;5- Excellent;;;Working;;yes;5- Excellent;;2023-01-23;349005;5788899;755;https://www.google.com.au/maps/dir//-38.035057140545874,145.27943470528555/@your+location,17z/data=!4m2!4m1!3e0;Kilberry Blvd Hampton Park 3976;Hampton Park;2025-05-26;River Gum
-37.9868365206, 145.2611939135;"{""coordinates"": [145.2611939135, -37.9868365206], ""type"": ""Point""}";3802;MGA2020 Zone 55;-37.98683652056714;145.2611939134797;;Compound;;8;240lt;;General,Recycle;;Blue,Green,Yellow;;5- Excellent;;;Working;;yes;3- Good;;2023-01-23;347304;5794220;762;https://www.google.com.au/maps/dir//-37.98683652056714,145.2611939134797/@your+location,17z/data=!4m2!4m1!3e0;1 John Edgcumbe Way Endeavour Hills 3802;Endeavour Hills;2025-05-26;Kalora
-38.0300057818, 145.3460363498;"{""coordinates"": [145.3460363498, -38.0300057818], ""type"": ""Point""}";3806;MGA2020 Zone 55;-38.03000578178749;145.34603634980067;;Cage;;1;120lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2023-01-23;354841;5789566;764;https://www.google.com.au/maps/dir//-38.03000578178749,145.34603634980067/@your+location,17z/data=!4m2!4m1!3e0;11 Blackburne Sq Berwick 3806;Berwick;2025-05-26;Akoonah
-38.0725033768, 145.351378508;"{""coordinates"": [145.351378508, -38.0725033768], ""type"": ""Point""}";3806;MGA2020 Zone 55;-38.072503376783956;145.3513785080452;;Cage;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2023-01-23;355393;5784858;765;https://www.google.com.au/maps/dir//-38.072503376783956,145.3513785080452/@your+location,17z/data=!4m2!4m1!3e0;35-115 Wurundjeri Blvd Berwick 3806;Berwick;2025-05-26;Dillwynia
-38.1137500517, 145.272231046;"{""coordinates"": [145.272231046, -38.1137500517], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.11375005169616;145.27223104599716;;Free Standing;;3;240lt;;General;;Green;;;;;Other;;no;4- Very Good;;2022-11-10;348536;5780155;776;https://www.google.com.au/maps/dir//-38.11375005169616,145.27223104599716/@your+location,17z/data=!4m2!4m1!3e0;66-78 Sladen St Cranbourne 3977;Cranbourne;2025-05-26;Cranbourne Gardens
-38.1123174169, 145.294558089;"{""coordinates"": [145.294558089, -38.1123174169], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.112317416896204;145.29455808899723;;Cage;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-11-10;350490;5780350;780;https://www.google.com.au/maps/dir//-38.112317416896204,145.29455808899723/@your+location,17z/data=!4m2!4m1!3e0;Berwick-Cranbourne Rd Cranbourne East 3977;Cranbourne East;2025-05-26;Correa
-38.1234759931, 145.309905186;"{""coordinates"": [145.309905186, -38.1234759931], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.123475993096235;145.3099051859974;;Compound,Free Standing;;1;"""1,100lt""";;Recycle;;Green,Yellow;;;;;Missing;;no;3- Good;;2022-11-10;351858;5779137;781;https://www.google.com.au/maps/dir//-38.123475993096235,145.3099051859974/@your+location,17z/data=!4m2!4m1!3e0;160 Berwick-Cranbourne Rd Cranbourne East 3977;Cranbourne East;2025-05-26;Tooradin
-38.1188875297, 145.309408894;"{""coordinates"": [145.309408894, -38.1188875297], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.11888752969623;145.30940889399741;;Cage;;1;660lt;;General;;Green;;4- Very Good;;;Working;;yes;3- Good;;2022-11-10;351805;5779645;783;https://www.google.com.au/maps/dir//-38.11888752969623,145.30940889399741/@your+location,17z/data=!4m2!4m1!3e0;160 Berwick-Cranbourne Rd Cranbourne East 3977;Cranbourne East;2025-05-26;Tooradin
-38.1184761878, 145.309410067;"{""coordinates"": [145.309410067, -38.1184761878], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.11847618779624;145.30941006699737;;Cage;;1;660lt;;General;;Green;;4- Very Good;;;Working;;yes;3- Good;;2022-11-10;351805;5779691;784;https://www.google.com.au/maps/dir//-38.11847618779624,145.30941006699737/@your+location,17z/data=!4m2!4m1!3e0;160 Berwick-Cranbourne Rd Cranbourne East 3977;Cranbourne East;2025-05-26;Tooradin
-38.1105402857, 145.282461997;"{""coordinates"": [145.282461997, -38.1105402857], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.11054028569616;145.28246199699723;;Cage;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-11-10;349426;5780528;786;https://www.google.com.au/maps/dir//-38.11054028569616,145.28246199699723/@your+location,17z/data=!4m2!4m1!3e0;High St Cranbourne 3977;Cranbourne;2025-05-26;Quarters
-38.1104496774, 145.28245219;"{""coordinates"": [145.28245219, -38.1104496774], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.110449677396176;145.28245218999723;;Cage;;1;240lt;;General;;Green;;2- Average;;;Working;;yes;3- Good;;2022-11-10;349425;5780538;787;https://www.google.com.au/maps/dir//-38.110449677396176,145.28245218999723/@your+location,17z/data=!4m2!4m1!3e0;High St Cranbourne 3977;Cranbourne;2025-05-26;Quarters
-38.102436997, 145.28206042;"{""coordinates"": [145.28206042, -38.102436997], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.10243699699619;145.28206041999718;;Cage;;2;120lt;;General;;Green;;1- Poor;;;Working;;yes;3- Good;;2022-11-10;349374;5781427;790;https://www.google.com.au/maps/dir//-38.10243699699619,145.28206041999718/@your+location,17z/data=!4m2!4m1!3e0;5 South Gippsland Hwy Cranbourne 3977;Cranbourne;2025-05-26;Quarters
-38.0770268804, 145.251509473;"{""coordinates"": [145.251509473, -38.0770268804], ""type"": ""Point""}";3975;MGA2020 Zone 55;-38.0770268803961;145.2515094729969;;Cage;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-11-10;346642;5784196;794;https://www.google.com.au/maps/dir//-38.0770268803961,145.2515094729969/@your+location,17z/data=!4m2!4m1!3e0;27 Marriott Blvd Lyndhurst 3975;Lyndhurst;2025-05-26;Quarters
-38.2109983592, 145.374838365;"{""coordinates"": [145.374838365, -38.2109983592], ""type"": ""Point""}";3980;MGA2020 Zone 55;-38.21099835919634;145.3748383649978;;Stand;;1;240lt;;General;;Yellow;;3- Good;;;Working;;yes;3- Good;;2022-11-10;357720;5769526;800;https://www.google.com.au/maps/dir//-38.21099835919634,145.3748383649978/@your+location,17z/data=!4m2!4m1!3e0;Sth Gippsland Hwy  Tooradin 3980;Tooradin;2025-05-26;Tooradin
-38.2165900106, 145.377244726;"{""coordinates"": [145.377244726, -38.2165900106], ""type"": ""Point""}";3980;MGA2020 Zone 55;-38.216590010596335;145.3772447259978;;Stand;;2;240lt;;Fish;;Green;;3- Good;;;Working;;yes;2- Average;;2022-11-10;357942;5768910;802;https://www.google.com.au/maps/dir//-38.216590010596335,145.3772447259978/@your+location,17z/data=!4m2!4m1!3e0;Foreshore Rd Tooradin 3980;Tooradin;2025-05-26;Tooradin
-38.2154973876, 145.377265345;"{""coordinates"": [145.377265345, -38.2154973876], ""type"": ""Point""}";3980;MGA2020 Zone 55;-38.21549738759635;145.37726534499785;;Stand;;1;120lt;;General;;Green;;1- Poor;;;Not Working;;yes;1- Poor;;2022-11-10;357942;5769031;803;https://www.google.com.au/maps/dir//-38.21549738759635,145.37726534499785/@your+location,17z/data=!4m2!4m1!3e0;South Gippsland  Tooradin 3980;Tooradin;2025-05-26;Tooradin
-38.0626552273, 145.28953406;"{""coordinates"": [145.28953406, -38.0626552273], ""type"": ""Point""}";3805;MGA2020 Zone 55;-38.06265522729622;145.28953405999727;;Compound;;13;240lt;;General,Recycle;;Green,Yellow;;3- Good;;;Working;;yes;3- Good;;2022-09-06;349948;5785853;811;https://www.google.com.au/maps/dir//-38.06265522729622,145.28953405999727/@your+location,17z/data=!4m2!4m1!3e0;Community Pde Narre Warren South Vic 3805;Narre Warren South;2025-05-26;Casuarina
-38.0779142725, 145.342574492;"{""coordinates"": [145.342574492, -38.0779142725], ""type"": ""Point""}";3978;MGA2020 Zone 55;-38.07791427249633;145.34257449199762;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;3- Good;;2022-11-07;354632;5784244;815;https://www.google.com.au/maps/dir//-38.07791427249633,145.34257449199762/@your+location,17z/data=!4m2!4m1!3e0;Riverstone & Waterbloom Ave Clyde North 3978;Clyde North;2025-05-26;Dillwynia
-38.0818808824, 145.375646716;"{""coordinates"": [145.375646716, -38.0818808824], ""type"": ""Point""}";3978;MGA2020 Zone 55;-38.08188088239641;145.37564671599782;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;4- Very Good;;2022-11-07;357540;5783855;816;https://www.google.com.au/maps/dir//-38.08188088239641,145.37564671599782/@your+location,17z/data=!4m2!4m1!3e0;35 Copabella Cct Clyde North 3978;Clyde North;2025-05-26;Dillwynia
-38.0983030424, 145.362850651;"{""coordinates"": [145.362850651, -38.0983030424], ""type"": ""Point""}";3978;MGA2020 Zone 55;-38.09830304239638;145.36285065099776;;Cage;;1;240lt;;General;;Green;;1- Poor;;;Working;;yes;4- Very Good;;2022-11-07;356450;5782013;820;https://www.google.com.au/maps/dir//-38.09830304239638,145.36285065099776/@your+location,17z/data=!4m2!4m1!3e0;8 Babylon Crs Clyde North 3978;Clyde North;2025-05-26;Dillwynia
-38.0723252989, 145.362412438;"{""coordinates"": [145.362412438, -38.0723252989], ""type"": ""Point""}";3806;MGA2020 Zone 55;-38.07232529889639;145.3624124379977;;Smart/Solar;;1;240lt;;General;;Green;;5- Excellent;;;Working;;yes;4- Very Good;;2022-11-04;356361;5784895;824;https://www.google.com.au/maps/dir//-38.07232529889639,145.3624124379977/@your+location,17z/data=!4m2!4m1!3e0;25 Carnival Blvd  Berwick 3806;Berwick;2025-05-26;Dillwynia
-38.0722239241, 145.362644289;"{""coordinates"": [145.362644289, -38.0722239241], ""type"": ""Point""}";3806;MGA2020 Zone 55;-38.07222392409639;145.3626442889977;;Stand;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;3- Good;;2022-11-04;356381;5784907;825;https://www.google.com.au/maps/dir//-38.07222392409639,145.3626442889977/@your+location,17z/data=!4m2!4m1!3e0;24 Carnival Blvd  Berwick 3806;Berwick;2025-05-26;Dillwynia
-38.041455129, 145.314084888;"{""coordinates"": [145.314084888, -38.041455129], ""type"": ""Point""}";3805;MGA2020 Zone 55;-38.041455128996304;145.31408488799738;;Cage;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-10-21;352059;5788245;829;https://www.google.com.au/maps/dir//-38.041455128996304,145.31408488799738/@your+location,17z/data=!4m2!4m1!3e0;138-274 Golf Links Rd Narre Warren 3805;Narre Warren;2025-05-26;Casuarina
-38.0266616168, 145.303232856;"{""coordinates"": [145.303232856, -38.0266616168], ""type"": ""Point""}";3805;MGA2020 Zone 55;-38.026661616796275;145.30323285599735;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;4- Very Good;;2022-10-20;351077;5789869;833;https://www.google.com.au/maps/dir//-38.026661616796275,145.30323285599735/@your+location,17z/data=!4m2!4m1!3e0;Webb St Narre Warren 3805;Narre Warren;2025-05-26;Casuarina
-38.0270425616, 145.303469268;"{""coordinates"": [145.303469268, -38.0270425616], ""type"": ""Point""}";3805;MGA2020 Zone 55;-38.02704256159629;145.30346926799734;;Cage;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-10-20;351099;5789827;834;https://www.google.com.au/maps/dir//-38.02704256159629,145.30346926799734/@your+location,17z/data=!4m2!4m1!3e0;Webb St Narre Warren 3805;Narre Warren;2025-05-26;Casuarina
-37.9908436755, 145.303995566;"{""coordinates"": [145.303995566, -37.9908436755], ""type"": ""Point""}";3804;MGA2020 Zone 55;-37.9908436754963;145.30399556599733;;Stand;;1;240lt;;Dog Poo;;Green;;3- Good;;;Working;;yes;3- Good;;2022-10-20;351071;5793845;837;https://www.google.com.au/maps/dir//-37.9908436754963,145.30399556599733/@your+location,17z/data=!4m2!4m1!3e0;42-84 Fox Rd Narre Warren North 3804;Narre Warren North;2025-05-26;Kalora
-37.9894040572, 145.27378262;"{""coordinates"": [145.27378262, -37.9894040572], ""type"": ""Point""}";3803;MGA2020 Zone 55;-37.989404057196225;145.27378261999712;;Cage,Compound;;8;240lt;;General,Recycle;;Green,Yellow;;3- Good;;;Working;;yes;3- Good;;2022-10-20;348415;5793956;838;https://www.google.com.au/maps/dir//-37.989404057196225,145.27378261999712/@your+location,17z/data=!4m2!4m1!3e0;Endeavour Hills 3803;Hallam;2025-05-26;Kalora
-38.1155553041, 145.273182979;"{""coordinates"": [145.273182979, -38.1155553041], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.11555530409614;145.27318297899717;;Free Standing;;14;240lt;;General,Recycle;;Green,Yellow;;;;;Working;;yes;4- Very Good;;2022-10-14;348623;5779956;843;https://www.google.com.au/maps/dir//-38.11555530409614,145.27318297899717/@your+location,17z/data=!4m2!4m1!3e0;O'Tooles Rd Cranbourne 3977;Cranbourne;2025-05-26;Cranbourne Gardens
-38.1020724262, 145.289681917;"{""coordinates"": [145.289681917, -38.1020724262], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.102072426196216;145.28968191699727;;Cage;;1;120lt;;General;;Green;;2- Average;;;Working;;yes;3- Good;;2022-10-17;350042;5781479;848;https://www.google.com.au/maps/dir//-38.102072426196216,145.28968191699727/@your+location,17z/data=!4m2!4m1!3e0;19-29 Hotham St Cranbourne 3977;Cranbourne;2025-05-26;Correa
-38.1050416678, 145.287587768;"{""coordinates"": [145.287587768, -38.1050416678], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.10504166779619;145.28758776799725;;Cage;;1;120lt;;General;;Green;;1- Poor;;;Working;;yes;3- Good;;2022-10-17;349864;5781146;850;https://www.google.com.au/maps/dir//-38.10504166779619,145.28758776799725/@your+location,17z/data=!4m2!4m1!3e0;13 Gordon St Cranbourne 3977;Cranbourne;2025-05-26;Correa
-38.0983023299, 145.251397491;"{""coordinates"": [145.251397491, -38.0983023299], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.0983023298961;145.25139749099696;;Cage;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-10-17;346677;5781835;852;https://www.google.com.au/maps/dir//-38.0983023298961,145.25139749099696/@your+location,17z/data=!4m2!4m1!3e0;2 Elmsford Crs Cranbourne West 3977;Cranbourne West;2025-05-26;Quarters
-38.1157625021, 145.235514735;"{""coordinates"": [145.235514735, -38.1157625021], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.115762502096025;145.23551473499683;;Cage;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;4- Very Good;;2022-10-17;345321;5779871;856;https://www.google.com.au/maps/dir//-38.115762502096025,145.23551473499683/@your+location,17z/data=!4m2!4m1!3e0;1-39 Bacchus Rd Cranbourne West 3977;Cranbourne West;2025-05-26;Cranbourne Gardens
-38.0417579947, 145.36438784;"{""coordinates"": [145.36438784, -38.0417579947], ""type"": ""Point""}";3806;MGA2020 Zone 55;-38.0417579946964;145.36438783999773;;Free Standing;;43;"""1,100lt"",240lt";;General,Recycle;;Green,Yellow;;;;;Gate keys may be req;;yes;3- Good;;2022-10-17;356474;5788290;859;https://www.google.com.au/maps/dir//-38.0417579946964,145.36438783999773/@your+location,17z/data=!4m2!4m1!3e0;Princes Hwy Berwick 3806;Berwick;2025-05-26;Akoonah
-38.078228148, 145.279558382;"{""coordinates"": [145.279558382, -38.078228148], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.0782281479962;145.27955838199722;;Cage;;1;120lt;;General;;Green;;1- Poor,2- Average;;;Working;;yes;3- Good;;2022-10-10;349105;5784109;865;https://www.google.com.au/maps/dir//-38.0782281479962,145.27955838199722/@your+location,17z/data=!4m2!4m1!3e0;165 Courtenay Ave Cranbourne North 3977;Cranbourne North;2025-05-26;Correa
-38.086208287, 145.321679963;"{""coordinates"": [145.321679963, -38.086208287], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.086208286996296;145.32167996299748;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;4- Very Good;;2022-10-10;352816;5783291;868;https://www.google.com.au/maps/dir//-38.086208286996296,145.32167996299748/@your+location,17z/data=!4m2!4m1!3e0;Linden Tree Way Cranbourne North 3977;Cranbourne North;2025-05-26;Kowan
-38.0770965759, 145.329995938;"{""coordinates"": [145.329995938, -38.0770965759], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.07709657589632;145.3299959379975;;Stand;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-10-10;353527;5784315;869;https://www.google.com.au/maps/dir//-38.07709657589632,145.3299959379975/@your+location,17z/data=!4m2!4m1!3e0;Rossitor Retreat  Cranbourne North 3977;Cranbourne North;2025-05-26;Kowan
-38.0827469426, 145.327799292;"{""coordinates"": [145.327799292, -38.0827469426], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.0827469425963;145.32779929199754;;Cage;;2;240lt;;General;;Green;;2- Average,3- Good;;;Working;;yes;4- Very Good,5- Exce;;2022-10-10;353345;5783685;870;https://www.google.com.au/maps/dir//-38.0827469425963,145.32779929199754/@your+location,17z/data=!4m2!4m1!3e0;Wheelers Park Drv Cranbourne North 3977;Cranbourne North;2025-05-26;Kowan
-38.0821693037, 145.320358426;"{""coordinates"": [145.320358426, -38.0821693037], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.08216930369628;145.32035842599748;;Cage;;1;240lt;;General;;Green;;2- Average;;;Working;;yes;3- Good;;2022-10-10;352692;5783737;872;https://www.google.com.au/maps/dir//-38.08216930369628,145.32035842599748/@your+location,17z/data=!4m2!4m1!3e0;Evesham St Cranbourne North 3977;Cranbourne North;2025-05-26;Kowan
-38.0746048153, 145.313084989;"{""coordinates"": [145.313084989, -38.0746048153], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.07460481529626;145.31308498899742;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;3- Good;;2022-10-10;352038;5784565;874;https://www.google.com.au/maps/dir//-38.07460481529626,145.31308498899742/@your+location,17z/data=!4m2!4m1!3e0;15 Sabel Drv Cranbourne North 3977;Cranbourne North;2025-05-26;Kowan
-38.0789903831, 145.325519079;"{""coordinates"": [145.325519079, -38.0789903831], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.07899038309628;145.32551907899747;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;4- Very Good;;2022-10-10;353138;5784098;876;https://www.google.com.au/maps/dir//-38.07899038309628,145.32551907899747/@your+location,17z/data=!4m2!4m1!3e0;135 Mountainview Blvd  Cranbourne North 3977;Cranbourne North;2025-05-26;Kowan
-38.0788337253, 145.325017842;"{""coordinates"": [145.325017842, -38.0788337253], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.078833725296306;145.32501784199746;;Cage;;1;240lt;;Recycle;;Green;;4- Very Good;;;Working;;yes;4- Very Good;;2022-10-10;353094;5784115;877;https://www.google.com.au/maps/dir//-38.078833725296306,145.32501784199746/@your+location,17z/data=!4m2!4m1!3e0;135 Mountainview Blvd  Cranbourne North 3977;Cranbourne North;2025-05-26;Kowan
-38.0757146487, 145.326067764;"{""coordinates"": [145.326067764, -38.0757146487], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.07571464869629;145.32606776399751;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;4- Very Good;;2022-10-10;353179;5784462;878;https://www.google.com.au/maps/dir//-38.07571464869629,145.32606776399751/@your+location,17z/data=!4m2!4m1!3e0;40 Noorat Pl Cranbourne North 3977;Cranbourne North;2025-05-26;Kowan
-38.0752700335, 145.319546219;"{""coordinates"": [145.319546219, -38.0752700335], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.075270033496295;145.3195462189975;;Stand;;1;120lt;;General;;Green;;2- Average;;;Working;;yes;3- Good;;2022-10-10;352606;5784501;880;https://www.google.com.au/maps/dir//-38.075270033496295,145.3195462189975/@your+location,17z/data=!4m2!4m1!3e0;85 Sabel Drv Cranbourne North 3977;Cranbourne North;2025-05-26;Kowan
-38.078473621, 145.290093213;"{""coordinates"": [145.290093213, -38.078473621], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.07847362099622;145.29009321299725;;Stand;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-10-14;350029;5784099;882;https://www.google.com.au/maps/dir//-38.07847362099622,145.29009321299725/@your+location,17z/data=!4m2!4m1!3e0;11-13 Josephine Ave Cranbourne North 3977;Cranbourne North;2025-05-26;Correa
-38.0792764994, 145.263984343;"{""coordinates"": [145.263984343, -38.0792764994], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.079276499396165;145.26398434299708;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;4- Very Good;;2022-10-10;347741;5783967;883;https://www.google.com.au/maps/dir//-38.079276499396165,145.26398434299708/@your+location,17z/data=!4m2!4m1!3e0;62 Endeavour Drv Cranbourne North 3977;Cranbourne North;2025-05-26;River Gum
-38.119721298, 145.261204683;"{""coordinates"": [145.261204683, -38.119721298], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.11972129799612;145.26120468299706;;Cage;;1;120lt;;General;;Green;;2- Average;;;Working;;yes;3- Good;;2022-10-14;347581;5779475;889;https://www.google.com.au/maps/dir//-38.11972129799612,145.26120468299706/@your+location,17z/data=!4m2!4m1!3e0;811 Cherryhills Drv Cranbourne 3977;Cranbourne;2025-05-26;Cranbourne Gardens
-38.0989883077, 145.267287507;"{""coordinates"": [145.267287507, -38.0989883077], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.09898830769613;145.26728750699706;;Cage;;1;240lt;;General;;Green;;1- Poor;;;Working;;yes;3- Good;;2022-10-14;348072;5781785;894;https://www.google.com.au/maps/dir//-38.09898830769613,145.26728750699706/@your+location,17z/data=!4m2!4m1!3e0;114-132 Monahan's Rd Cranbourne 3977;Cranbourne West;2025-05-26;Quarters
-38.1082908779, 145.276293197;"{""coordinates"": [145.276293197, -38.1082908779], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.10829087789616;145.27629319699716;;Stand;;1;240lt;;Dog Poo;;Green;;3- Good;;;Working;;yes;3- Good;;2022-10-14;348880;5780768;900;https://www.google.com.au/maps/dir//-38.10829087789616,145.27629319699716/@your+location,17z/data=!4m2!4m1!3e0;Harry St Cranbourne 3977;Cranbourne;2025-05-26;Quarters
-38.1115190752, 145.274859593;"{""coordinates"": [145.274859593, -38.1115190752], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.11151907519616;145.27485959299716;;Cage;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-10-14;348761;5780407;903;https://www.google.com.au/maps/dir//-38.11151907519616,145.27485959299716/@your+location,17z/data=!4m2!4m1!3e0;2-26 Lurline St Cranbourne 3977;Cranbourne;2025-05-26;Quarters
