Location Coordinate;Feature Extent;Postcode;Projection;Latitude Coordinate;Longitude Coordinate;Location;Bin Type;Bin Type (other);Number of Bins;Bin Size;Bin Size (other);Waste Type;Waste Type (other);Bin Colours;Bin Colours (other);Stand Condition;Stand Condition - other;Plate Fitting;Locking;Locking - other;Key Requirement;Bin Condition;Bin Condition - other;Date;Easting Coordinate;Northing Coordinate;GISFid;Google Maps Direction;Property_Address;Suburb;Last Modification Date;Council Ward
-37.9789549789, 145.25957223;"{""coordinates"": [145.25957223, -37.9789549789], ""type"": ""Point""}";3802;MGA2020 Zone 55;-37.978954978896176;145.25957222999705;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;3- Good;;2022-08-30;347146;5795092;1363;https://www.google.com.au/maps/dir//-37.978954978896176,145.25957222999705/@your+location,17z/data=!4m2!4m1!3e0;10 Raymond McMahon Blvd Endeavour Hills 3802;Endeavour Hills;2025-05-26;Kalora
-38.0747095551, 145.336271411;"{""coordinates"": [145.336271411, -38.0747095551], ""type"": ""Point""}";3978;MGA2020 Zone 55;-38.07470955509633;145.33627141099757;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;4- Very Good;;2022-08-26;354072;5784590;1365;https://www.google.com.au/maps/dir//-38.07470955509633,145.33627141099757/@your+location,17z/data=!4m2!4m1!3e0;20 Grices Rd Clyde North 3977;Clyde North;2025-05-26;Dillwynia
-37.9711262696, 145.27659609;"{""coordinates"": [145.27659609, -37.9711262696], ""type"": ""Point""}";3802;MGA2020 Zone 55;-37.97112626959624;145.27659608999718;;Compound;;8;240lt;;General,Recycle;;Green,Yellow;;3- Good;;;Working;;yes;3- Good;;2022-08-25;348625;5795989;1368;https://www.google.com.au/maps/dir//-37.97112626959624,145.27659608999718/@your+location,17z/data=!4m2!4m1!3e0;5 Stacey Crt Endeavour Hills 3802;Endeavour Hills;2025-05-26;Kalora
-37.9678770129, 145.275108633;"{""coordinates"": [145.275108633, -37.9678770129], ""type"": ""Point""}";3802;MGA2020 Zone 55;-37.967877012896224;145.27510863299716;;Cage;;1;240lt;;General;;Green;;5- Excellent;;;Working;;yes;4- Very Good;;2022-08-25;348487;5796347;1369;https://www.google.com.au/maps/dir//-37.967877012896224,145.27510863299716/@your+location,17z/data=!4m2!4m1!3e0;99 Gleneagles Drv Endeavour Hills 3802;Endeavour Hills;2025-05-26;Kalora
-37.9677049024, 145.273762923;"{""coordinates"": [145.273762923, -37.9677049024], ""type"": ""Point""}";3802;MGA2020 Zone 55;-37.967704902396235;145.27376292299712;;Cage;;1;240lt;;General;;Green;;2- Average;;;Working;;yes;2- Average;;2022-08-25;348369;5796364;1370;https://www.google.com.au/maps/dir//-37.967704902396235,145.27376292299712/@your+location,17z/data=!4m2!4m1!3e0;91 Gleneagles Drv Endeavour Hills 3802;Endeavour Hills;2025-05-26;Kalora
-38.0606301595, 145.32372904;"{""coordinates"": [145.32372904, -38.0606301595], ""type"": ""Point""}";3805;MGA2020 Zone 55;-38.0606301594963;145.32372903999752;;Cage;;1;120lt;;General;;Green;;2- Average,3- Good;;;Working;;yes;3- Good;;2022-08-25;352944;5786132;1376;https://www.google.com.au/maps/dir//-38.0606301594963,145.32372903999752/@your+location,17z/data=!4m2!4m1!3e0;Berwick Springs Promenade Berwick 3805;Narre Warren South;2025-05-26;Kowan
-38.0740604829, 145.338425283;"{""coordinates"": [145.338425283, -38.0740604829], ""type"": ""Point""}";3806;MGA2020 Zone 55;-38.07406048289633;145.3384252829976;;Cage;;1;240lt;;General;;Blue;;3- Good;;;Working;;yes;3- Good;;2022-08-25;354260;5784665;1379;https://www.google.com.au/maps/dir//-38.07406048289633,145.3384252829976/@your+location,17z/data=!4m2!4m1!3e0;21 Grices Rd Berwick 3806;Berwick;2025-05-26;Kowan
-38.0249460927, 145.349581596;"{""coordinates"": [145.349581596, -38.0249460927], ""type"": ""Point""}";3806;MGA2020 Zone 55;-38.024946092696375;145.34958159599765;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;3- Good;;2022-08-25;355142;5790133;1385;https://www.google.com.au/maps/dir//-38.024946092696375,145.34958159599765/@your+location,17z/data=!4m2!4m1!3e0;Hazeldene Ct- Walkway Berwick 3806;Berwick;2025-05-26;Akoonah
-38.0177472113, 145.318304943;"{""coordinates"": [145.318304943, -38.0177472113], ""type"": ""Point""}";3806;MGA2020 Zone 55;-38.01774721129631;145.31830494299746;;Stand;;1;360lt;;Dog Poo;;Green;;4- Very Good;;;;;no;3- Good;;2022-08-25;352382;5790882;1387;https://www.google.com.au/maps/dir//-38.01774721129631,145.31830494299746/@your+location,17z/data=!4m2!4m1!3e0;147-157 Parkhill Drv Berwick 3806;Berwick;2025-05-26;Grevillea
-38.0223643839, 145.321297937;"{""coordinates"": [145.321297937, -38.0223643839], ""type"": ""Point""}";3806;MGA2020 Zone 55;-38.0223643838963;145.3212979369975;;Cage;;1;240lt;;General;;Green;;1- Poor,2- Average;;;Working;;yes;3- Good;;2022-08-25;352654;5790375;1390;https://www.google.com.au/maps/dir//-38.0223643838963,145.3212979369975/@your+location,17z/data=!4m2!4m1!3e0;6 The Gateway Berwick 3806;Berwick;2025-05-26;Grevillea
-38.015378695, 145.294354912;"{""coordinates"": [145.294354912, -38.015378695], ""type"": ""Point""}";3805;MGA2020 Zone 55;-38.01537869499628;145.29435491199732;;Cage;;1;240lt;;General;;Green;;5- Excellent;;;Working;;yes;5- Excellent;;2022-08-24;350275;5791107;1398;https://www.google.com.au/maps/dir//-38.01537869499628,145.29435491199732/@your+location,17z/data=!4m2!4m1!3e0;1 Dawn Drv Narre Warren 3805;Narre Warren;2025-05-26;Casuarina
-38.0266195396, 145.305750528;"{""coordinates"": [145.305750528, -38.0266195396], ""type"": ""Point""}";3805;MGA2020 Zone 55;-38.02661953959628;145.30575052799736;;Free Standing;;6;240lt;;General,Recycle;;Green,Yellow;;;;;Other;;no;3- Good;;2022-08-24;351298;5789878;1401;https://www.google.com.au/maps/dir//-38.02661953959628,145.30575052799736/@your+location,17z/data=!4m2!4m1!3e0;4 Malcolm Crt Narre Warren 3805;Narre Warren;2025-05-26;Casuarina
-38.0171180237, 145.295254206;"{""coordinates"": [145.295254206, -38.0171180237], ""type"": ""Point""}";3805;MGA2020 Zone 55;-38.01711802369627;145.29525420599728;;Free Standing;;3;240lt;;General,Recycle;;Green,Yellow;;;;;;;no;3- Good;;2022-08-24;350357;5790915;1402;https://www.google.com.au/maps/dir//-38.01711802369627,145.29525420599728/@your+location,17z/data=!4m2!4m1!3e0;Raven Crc Narre Warren 3805;Narre Warren;2025-05-26;Casuarina
-38.0162733016, 145.298539264;"{""coordinates"": [145.298539264, -38.0162733016], ""type"": ""Point""}";3805;MGA2020 Zone 55;-38.016273301596286;145.29853926399733;;Free Standing;;8;240lt;;General,Recycle;;Green,Yellow;;;;;Other;;no;3- Good;;2022-08-24;350644;5791014;1403;https://www.google.com.au/maps/dir//-38.016273301596286,145.29853926399733/@your+location,17z/data=!4m2!4m1!3e0;56-76 Fountain Drv Narre Warren 3805;Narre Warren;2025-05-26;Casuarina
-38.0201829924, 145.292505529;"{""coordinates"": [145.292505529, -38.0201829924], ""type"": ""Point""}";3805;MGA2020 Zone 55;-38.020182992396236;145.29250552899728;;Compound;;5;120lt,240lt;;Cardboard,General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-08-24;350122;5790571;1408;https://www.google.com.au/maps/dir//-38.020182992396236,145.29250552899728/@your+location,17z/data=!4m2!4m1!3e0;36A Vesper Drv Narre Warren 3805;Narre Warren;2025-05-26;Casuarina
-38.0211376911, 145.295098219;"{""coordinates"": [145.295098219, -38.0211376911], ""type"": ""Point""}";3805;MGA2020 Zone 55;-38.02113769109626;145.2950982189973;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;3- Good;;2022-08-24;350352;5790469;1409;https://www.google.com.au/maps/dir//-38.02113769109626,145.2950982189973/@your+location,17z/data=!4m2!4m1!3e0;13 Vesper Dr Narre Warren 3805;Narre Warren;2025-05-26;Casuarina
-38.0202839943, 145.300905453;"{""coordinates"": [145.300905453, -38.0202839943], ""type"": ""Point""}";3805;MGA2020 Zone 55;-38.02028399429626;145.30090545299737;;Cage;;1;120lt;;General;;Green;;2- Average,3- Good;;;Working;;yes;3- Good;;2022-08-24;350860;5790573;1411;https://www.google.com.au/maps/dir//-38.02028399429626,145.30090545299737/@your+location,17z/data=!4m2!4m1!3e0;21 Overland Drv Narre Warren 3805;Narre Warren;2025-05-26;Casuarina
-38.0196351512, 145.30052634;"{""coordinates"": [145.30052634, -38.0196351512], ""type"": ""Point""}";3805;MGA2020 Zone 55;-38.01963515119628;145.3005263399974;;Cage;;2;240lt;;General,Recycle;;Green;;4- Very Good;;;Working;;yes;3- Good;;2022-08-24;350825;5790644;1415;https://www.google.com.au/maps/dir//-38.01963515119628,145.3005263399974/@your+location,17z/data=!4m2!4m1!3e0;Patrick Northeast Drv Narre Warren 3805;Narre Warren;2025-05-26;Casuarina
-38.0171342008, 145.299398722;"{""coordinates"": [145.299398722, -38.0171342008], ""type"": ""Point""}";3805;MGA2020 Zone 55;-38.01713420079627;145.2993987219973;;Compound;;12;240lt;;Garden,General,Recyc;;Green,Purple,Yellow;;3- Good;;;Working;;yes;3- Good;;2022-08-24;350721;5790920;1417;https://www.google.com.au/maps/dir//-38.01713420079627,145.2993987219973/@your+location,17z/data=!4m2!4m1!3e0;Magid Drv Narre Warren 3805;Narre Warren;2025-05-26;Casuarina
-38.0058400658, 145.315297527;"{""coordinates"": [145.315297527, -38.0058400658], ""type"": ""Point""}";3805;MGA2020 Zone 55;-38.00584006579631;145.31529752699745;;Cage;;1;120lt;;General;;Green;;1- Poor;;;Working;;yes;3- Good;;2022-08-24;352094;5792199;1418;https://www.google.com.au/maps/dir//-38.00584006579631,145.31529752699745/@your+location,17z/data=!4m2!4m1!3e0;25-27 Rozzy Pde Narre Warren 3805;Narre Warren;2025-05-26;Grevillea
-38.0333321868, 145.307734357;"{""coordinates"": [145.307734357, -38.0333321868], ""type"": ""Point""}";3805;MGA2020 Zone 55;-38.033332186796294;145.30773435699737;;Cage;;1;120lt;;General;;Green;;2- Average;;;Working;;yes;3- Good;;2022-08-24;351486;5789136;1422;https://www.google.com.au/maps/dir//-38.033332186796294,145.30773435699737/@your+location,17z/data=!4m2!4m1!3e0;Norfolk Drv Narre Warren 3805;Narre Warren;2025-05-26;Casuarina
-38.0329430506, 145.306022777;"{""coordinates"": [145.306022777, -38.0329430506], ""type"": ""Point""}";3805;MGA2020 Zone 55;-38.03294305059627;145.3060227769974;;Cage;;1;120lt;;General;;Green;;1- Poor,2- Average;;;Not Working;;no;2- Average;;2022-08-24;351335;5789177;1424;https://www.google.com.au/maps/dir//-38.03294305059627,145.3060227769974/@your+location,17z/data=!4m2!4m1!3e0;Norfolk Drv Narre Warren 3805;Narre Warren;2025-05-26;Casuarina
-38.0343740574, 145.307431016;"{""coordinates"": [145.307431016, -38.0343740574], ""type"": ""Point""}";3805;MGA2020 Zone 55;-38.03437405739628;145.3074310159974;;Cage;;3;240lt,660lt;;General;;Green,Purple;;3- Good;;;Working;;yes;3- Good;;2022-08-24;351461;5789020;1426;https://www.google.com.au/maps/dir//-38.03437405739628,145.3074310159974/@your+location,17z/data=!4m2!4m1!3e0;Norfolk Drv Narre Warren 3805;Narre Warren;2025-05-26;Casuarina
-38.0393097346, 145.318808339;"{""coordinates"": [145.318808339, -38.0393097346], ""type"": ""Point""}";3805;MGA2020 Zone 55;-38.03930973459631;145.3188083389975;;Cage;;1;120lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-08-24;352470;5788490;1428;https://www.google.com.au/maps/dir//-38.03930973459631,145.3188083389975/@your+location,17z/data=!4m2!4m1!3e0;121 Fleetwood Drv Narre Warren 3805;Narre Warren;2025-05-26;Casuarina
-38.039740378, 145.319139756;"{""coordinates"": [145.319139756, -38.039740378], ""type"": ""Point""}";3805;MGA2020 Zone 55;-38.039740377996324;145.3191397559975;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;3- Good;;2022-08-24;352499;5788443;1429;https://www.google.com.au/maps/dir//-38.039740377996324,145.3191397559975/@your+location,17z/data=!4m2!4m1!3e0;94-98 Fleetwood Drv Narre Warren 3805;Narre Warren;2025-05-26;Casuarina
-38.0384605234, 145.328855899;"{""coordinates"": [145.328855899, -38.0384605234], ""type"": ""Point""}";3806;MGA2020 Zone 55;-38.03846052339632;145.32885589899752;;Free Standing;;4;"""1,100lt"",240lt";;General,Recycle;;Green,Yellow;;;;;Other;;no;3- Good;;2022-08-24;353350;5788601;1430;https://www.google.com.au/maps/dir//-38.03846052339632,145.32885589899752/@your+location,17z/data=!4m2!4m1!3e0;Melzak Way Berwick 3806;Berwick;2025-05-26;Casuarina
-38.0394253175, 145.328305426;"{""coordinates"": [145.328305426, -38.0394253175], ""type"": ""Point""}";3806;MGA2020 Zone 55;-38.03942531749634;145.32830542599754;;Stand;;1;240lt;;General;;Green;;3- Good;;;;;no;2- Average,3- Good;;2022-08-24;353303;5788493;1436;https://www.google.com.au/maps/dir//-38.03942531749634,145.32830542599754/@your+location,17z/data=!4m2!4m1!3e0;Melzac Way Berwick 3806;Berwick;2025-05-26;Casuarina
-38.0532585271, 145.337396236;"{""coordinates"": [145.337396236, -38.0532585271], ""type"": ""Point""}";3806;MGA2020 Zone 55;-38.05325852709633;145.33739623599755;;Cage;;1;240lt;;General;;Green;;5- Excellent;;;Working;;yes;4- Very Good;;2022-08-24;354128;5786972;1437;https://www.google.com.au/maps/dir//-38.05325852709633,145.33739623599755/@your+location,17z/data=!4m2!4m1!3e0;20-28 Ashfield Drv Berwick 3806;Berwick;2025-05-26;Akoonah
-38.0541101865, 145.334419108;"{""coordinates"": [145.334419108, -38.0541101865], ""type"": ""Point""}";3806;MGA2020 Zone 55;-38.05411018649634;145.33441910799758;;Free Standing;;30;240lt;;Garden,General,Recyc;;Green,Purple,Yellow;;;;;;;no;3- Good;;2022-08-24;353869;5786873;1441;https://www.google.com.au/maps/dir//-38.05411018649634,145.33441910799758/@your+location,17z/data=!4m2!4m1!3e0;34 Homestead Rd Berwick 3806;Berwick;2025-05-26;Akoonah
-38.05210442, 145.333942785;"{""coordinates"": [145.333942785, -38.05210442], ""type"": ""Point""}";3806;MGA2020 Zone 55;-38.05210441999633;145.3339427849976;;Free Standing;;2;240lt;;General,Recycle;;Blue,Green;;;;;;;no;3- Good;;2022-08-24;353823;5787095;1443;https://www.google.com.au/maps/dir//-38.05210441999633,145.3339427849976/@your+location,17z/data=!4m2!4m1!3e0;34 Homestead Rd Berwick 3806;Berwick;2025-05-26;Akoonah
-38.0632819841, 145.330538415;"{""coordinates"": [145.330538415, -38.0632819841], ""type"": ""Point""}";3806;MGA2020 Zone 55;-38.06328198409632;145.33053841499756;;Cage;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-08-24;353547;5785849;1444;https://www.google.com.au/maps/dir//-38.06328198409632,145.33053841499756/@your+location,17z/data=!4m2!4m1!3e0;48-54 Moondarra Dr Berwick 3806;Berwick;2025-05-26;Kowan
-38.0692362011, 145.350832261;"{""coordinates"": [145.350832261, -38.0692362011], ""type"": ""Point""}";3806;MGA2020 Zone 55;-38.06923620109635;145.35083226099766;;Cage;;1;240lt;;General;;Blue;;5- Excellent;;;Working;;yes;4- Very Good;;2022-08-24;355339;5785220;1447;https://www.google.com.au/maps/dir//-38.06923620109635,145.35083226099766/@your+location,17z/data=!4m2!4m1!3e0;751 Bridgewater Blvd Berwick 3806;Berwick;2025-05-26;Dillwynia
-37.9886957864, 145.243051294;"{""coordinates"": [145.243051294, -37.9886957864], ""type"": ""Point""}";3177;MGA2020 Zone 55;-37.98869578639612;145.2430512939969;;Cage;;1;240lt;;General;;Green;;2- Average;;;Working;;yes;2- Average;;2022-08-23;345715;5793984;1457;https://www.google.com.au/maps/dir//-37.98869578639612,145.2430512939969/@your+location,17z/data=!4m2!4m1!3e0;64 Tristania St Doveton 3177;Doveton;2025-05-26;Waratah
-37.9952579365, 145.233120918;"{""coordinates"": [145.233120918, -37.9952579365], ""type"": ""Point""}";3177;MGA2020 Zone 55;-37.995257936496095;145.2331209179968;;Cage;;1;120lt;;General;;Green;;1- Poor,2- Average;;;Working;;yes;2- Average,3- Good;;2022-08-23;344857;5793239;1461;https://www.google.com.au/maps/dir//-37.995257936496095,145.2331209179968/@your+location,17z/data=!4m2!4m1!3e0;1-13 Chestnut Rd Doveton 3177;Doveton;2025-05-26;Waratah
-37.9954926717, 145.233077416;"{""coordinates"": [145.233077416, -37.9954926717], ""type"": ""Point""}";3177;MGA2020 Zone 55;-37.995492671696084;145.2330774159968;;Cage;;1;120lt;;General;;Green;;1- Poor;;;Working;;yes;3- Good;;2022-08-23;344853;5793213;1462;https://www.google.com.au/maps/dir//-37.995492671696084,145.2330774159968/@your+location,17z/data=!4m2!4m1!3e0;44 Box St Doveton 3177;Doveton;2025-05-26;Waratah
-37.9822529527, 145.233233906;"{""coordinates"": [145.233233906, -37.9822529527], ""type"": ""Point""}";3177;MGA2020 Zone 55;-37.98225295269611;145.23323390599683;;Free Standing;;2;240lt;;General,Recycle;;Blue,Green;;;;;;;no;2- Average;;2022-08-23;344839;5794683;1466;https://www.google.com.au/maps/dir//-37.98225295269611,145.23323390599683/@your+location,17z/data=!4m2!4m1!3e0;182 Kidds Rd Doveton 3177;Doveton;2025-05-26;Waratah
-37.9849519674, 145.2332241;"{""coordinates"": [145.2332241, -37.9849519674], ""type"": ""Point""}";3177;MGA2020 Zone 55;-37.98495196739609;145.23322409999685;;Free Standing;;2;240lt;;General,Recycle;;Blue,Green;;;;;;;no;2- Average;;2022-08-23;344844;5794383;1468;https://www.google.com.au/maps/dir//-37.98495196739609,145.23322409999685/@your+location,17z/data=!4m2!4m1!3e0;182 Kidds Rd Doveton 3177;Doveton;2025-05-26;Waratah
-37.9845218081, 145.233080182;"{""coordinates"": [145.233080182, -37.9845218081], ""type"": ""Point""}";3177;MGA2020 Zone 55;-37.9845218080961;145.23308018199685;;Free Standing;;2;240lt;;General,Recycle;;Blue,Green;;;;;;;no;2- Average;;2022-08-23;344831;5794430;1470;https://www.google.com.au/maps/dir//-37.9845218080961,145.23308018199685/@your+location,17z/data=!4m2!4m1!3e0;182 Kidds Rd Doveton 3177;Doveton;2025-05-26;Waratah
-37.9846056272, 145.232893601;"{""coordinates"": [145.232893601, -37.9846056272], ""type"": ""Point""}";3177;MGA2020 Zone 55;-37.984605627196075;145.23289360099682;;Free Standing;;2;240lt;;General,Recycle;;Blue,Green;;;;;;;;3- Good;;2022-08-23;344814;5794421;1475;https://www.google.com.au/maps/dir//-37.984605627196075,145.23289360099682/@your+location,17z/data=!4m2!4m1!3e0;182 Kidds Rd Doveton 3177;Doveton;2025-05-26;Waratah
-37.9838375934, 145.232911203;"{""coordinates"": [145.232911203, -37.9838375934], ""type"": ""Point""}";3177;MGA2020 Zone 55;-37.9838375933961;145.23291120299677;;Free Standing;;2;240lt;;General,Recycle;;Blue,Green;;;;;;;no;2- Average;;2022-08-23;344814;5794506;1478;https://www.google.com.au/maps/dir//-37.9838375933961,145.23291120299677/@your+location,17z/data=!4m2!4m1!3e0;182 Kidds Rd Doveton 3177;Doveton;2025-05-26;Waratah
-37.9841338098, 145.232659998;"{""coordinates"": [145.232659998, -37.9841338098], ""type"": ""Point""}";3177;MGA2020 Zone 55;-37.98413380979609;145.23265999799682;;Free Standing;;4;240lt;;General,Recycle;;Blue,Green;;;;;;;no;2- Average,3- Good;;2022-08-23;344793;5794473;1480;https://www.google.com.au/maps/dir//-37.98413380979609,145.23265999799682/@your+location,17z/data=!4m2!4m1!3e0;182 Kidds Rd Doveton 3177;Doveton;2025-05-26;Waratah
-37.9843164934, 145.232882369;"{""coordinates"": [145.232882369, -37.9843164934], ""type"": ""Point""}";3177;MGA2020 Zone 55;-37.98431649339611;145.23288236899683;;Free Standing;;2;240lt;;General,Recycle;;Blue,Green;;;;;;;no;2- Average;;2022-08-23;344813;5794453;1482;https://www.google.com.au/maps/dir//-37.98431649339611,145.23288236899683/@your+location,17z/data=!4m2!4m1!3e0;182 Kidds Rd Doveton 3177;Doveton;2025-05-26;Waratah
-38.0236417009, 145.305706104;"{""coordinates"": [145.305706104, -38.0236417009], ""type"": ""Point""}";3805;MGA2020 Zone 55;-38.02364170089628;145.30570610399738;;Compound;;9;240lt;;General,Recycle;;Blue,Green;;3- Good;;;Working;;yes;3- Good;;2022-08-22;351288;5790208;1483;https://www.google.com.au/maps/dir//-38.02364170089628,145.30570610399738/@your+location,17z/data=!4m2!4m1!3e0;59 Webb St Narre Warren 3805;Narre Warren;2025-05-26;Casuarina
-38.0267061666, 145.303193713;"{""coordinates"": [145.303193713, -38.0267061666], ""type"": ""Point""}";3805;MGA2020 Zone 55;-38.02670616659626;145.30319371299734;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;3- Good;;2022-08-22;351074;5789864;1486;https://www.google.com.au/maps/dir//-38.02670616659626,145.30319371299734/@your+location,17z/data=!4m2!4m1!3e0;3 Webb St Narre Warren 3805;Narre Warren;2025-05-26;Casuarina
